# extern_census.tsv — GENERATED by scripts/extract/gen_extern_census.sh.
# Oracle: leanprover/lean4 v4.32.0 commit 8c9756b28d64dab099da31a4c09229a9e6a2ef35 (verified against SUITE.lock).
# Pin-verified environment walk over the full `Lean` import closure
# (plan Appendix C). Regenerate with the script; never edit by hand (Rule D5).
schema fln-extern-census/1
extern_count	954
constant_count	204543
columns	name	kind	module	arity	level_params	entries
summary	ForIn'	induct	1
summary	ForIn'	rec	1
summary	ForInStep	ctor	2
summary	ForInStep	defn	15
summary	ForInStep	induct	1
summary	ForInStep	rec	1
summary	ForInStep	thm	8
summary	ForM	ctor	1
summary	ForM	defn	9
summary	ForM	induct	1
summary	ForM	rec	1
summary	Function	defn	10
summary	Function	thm	35
summary	Functor	ctor	1
summary	Functor	defn	12
summary	Functor	induct	1
summary	Functor	rec	1
summary	Functor	thm	2
summary	GE	defn	1
summary	GT	defn	1
summary	GetElem	ctor	1
summary	GetElem	defn	8
summary	GetElem	induct	1
summary	GetElem	rec	1
summary	GetElem	thm	2
summary	GetElem?	ctor	1
summary	GetElem?	defn	12
summary	GetElem?	induct	1
summary	GetElem?	rec	1
summary	HAdd	ctor	1
summary	HAdd	defn	8
summary	HAdd	induct	1
summary	HAdd	rec	1
summary	HAnd	ctor	1
summary	HAnd	defn	8
summary	HAnd	induct	1
summary	HAnd	rec	1
summary	HAndThen	ctor	1
summary	HAndThen	defn	8
summary	HAndThen	induct	1
summary	HAndThen	rec	1
summary	HAppend	ctor	1
summary	HAppend	defn	8
summary	HAppend	induct	1
summary	HAppend	rec	1
summary	HDiv	ctor	1
summary	HDiv	defn	8
summary	HDiv	induct	1
summary	HDiv	rec	1
summary	HEq	ctor	1
summary	HEq	defn	8
summary	HEq	induct	1
summary	HEq	rec	1
summary	HEq	thm	5
summary	HMod	ctor	1
summary	HMod	defn	8
summary	HMod	induct	1
summary	HMod	rec	1
summary	HMul	ctor	1
summary	HMul	defn	8
summary	HMul	induct	1
summary	HMul	rec	1
summary	HOr	ctor	1
summary	HOr	defn	8
summary	HOr	induct	1
summary	HOr	rec	1
summary	HOrElse	ctor	1
summary	HOrElse	defn	8
summary	HOrElse	induct	1
summary	HOrElse	rec	1
summary	HPow	ctor	1
summary	HPow	defn	8
summary	HPow	induct	1
summary	HPow	rec	1
summary	HSMul	ctor	1
summary	HSMul	defn	8
summary	HSMul	induct	1
summary	HSMul	rec	1
summary	HShiftLeft	ctor	1
summary	HShiftLeft	defn	8
summary	HShiftLeft	induct	1
summary	HShiftLeft	rec	1
summary	HShiftRight	ctor	1
summary	HShiftRight	defn	8
summary	HShiftRight	induct	1
summary	HShiftRight	rec	1
summary	HSub	ctor	1
summary	HSub	defn	8
summary	HSub	induct	1
summary	HSub	rec	1
summary	HXor	ctor	1
summary	HXor	defn	8
summary	HXor	induct	1
summary	HXor	rec	1
summary	HasEquiv	ctor	1
summary	HasEquiv	defn	8
summary	HasEquiv	induct	1
summary	HasEquiv	rec	1
summary	HasSSubset	ctor	1
summary	HasSSubset	defn	8
summary	HasSSubset	induct	1
summary	HasSSubset	rec	1
summary	HasSubset	ctor	1
summary	HasSubset	defn	8
summary	HasSubset	induct	1
summary	HasSubset	rec	1
summary	Hashable	ctor	1
summary	Hashable	defn	8
summary	Hashable	induct	1
summary	Hashable	rec	1
summary	HomogeneousPow	ctor	1
summary	HomogeneousPow	defn	8
summary	HomogeneousPow	induct	1
summary	HomogeneousPow	rec	1
summary	IO	ctor	47
summary	IO	defn	468
summary	IO	induct	19
summary	IO	opaque	66
summary	IO	rec	22
summary	IO	thm	120
summary	ISize	ctor	1
summary	ISize	defn	60
summary	ISize	induct	1
summary	ISize	opaque	2
summary	ISize	rec	1
summary	ISize	thm	493
summary	Id	defn	9
summary	Id	thm	14
summary	Iff	ctor	1
summary	Iff	defn	4
summary	Iff	induct	1
summary	Iff	rec	1
summary	Iff	thm	9
summary	ImportCompletion	defn	13
summary	Inhabited	ctor	1
summary	Inhabited	defn	7
summary	Inhabited	induct	1
summary	Inhabited	rec	1
summary	Insert	ctor	1
summary	Insert	defn	8
summary	Insert	induct	1
summary	Insert	rec	1
summary	Int	ctor	12
summary	Int	defn	459
summary	Int	induct	4
summary	Int	rec	4
summary	Int	thm	2394
summary	Int16	ctor	1
summary	Int16	defn	82
summary	Int16	induct	1
summary	Int16	opaque	2
summary	Int16	rec	1
summary	Int16	thm	490
summary	Int32	ctor	1
summary	Int32	defn	82
summary	Int32	induct	1
summary	Int32	opaque	2
summary	Int32	rec	1
summary	Int32	thm	487
summary	Int64	ctor	1
summary	Int64	defn	82
summary	Int64	induct	1
summary	Int64	opaque	2
summary	Int64	rec	1
summary	Int64	thm	480
summary	Int8	ctor	1
summary	Int8	defn	83
summary	Int8	induct	1
summary	Int8	opaque	2
summary	Int8	rec	1
summary	Int8	thm	494
summary	IntCast	ctor	1
summary	IntCast	defn	8
summary	IntCast	induct	1
summary	IntCast	rec	1
summary	Inter	ctor	1
summary	Inter	defn	8
summary	Inter	induct	1
summary	Inter	rec	1
summary	Inv	ctor	1
summary	Inv	defn	8
summary	Inv	induct	1
summary	Inv	rec	1
summary	InvImage	defn	1
summary	InvImage	thm	4
summary	LE	ctor	1
summary	LE	defn	11
summary	LE	induct	1
summary	LE	rec	1
summary	LE	thm	3
summary	LLVM	defn	175
summary	LLVM	induct	16
summary	LLVM	opaque	82
summary	LLVM	rec	16
summary	LLVM	thm	10
summary	LT	ctor	1
summary	LT	defn	10
summary	LT	induct	1
summary	LT	rec	1
summary	LT	thm	2
summary	LawfulApplicative	ctor	1
summary	LawfulApplicative	defn	4
summary	LawfulApplicative	induct	1
summary	LawfulApplicative	rec	1
summary	LawfulApplicative	thm	8
summary	LawfulBEq	ctor	1
summary	LawfulBEq	defn	3
summary	LawfulBEq	induct	1
summary	LawfulBEq	rec	1
summary	LawfulBEq	thm	2
summary	LawfulFunctor	ctor	1
summary	LawfulFunctor	defn	3
summary	LawfulFunctor	induct	1
summary	LawfulFunctor	rec	1
summary	LawfulFunctor	thm	3
summary	LawfulGetElem	ctor	1
summary	LawfulGetElem	defn	5
summary	LawfulGetElem	induct	1
summary	LawfulGetElem	rec	1
summary	LawfulGetElem	thm	2
summary	LawfulHashable	ctor	1
summary	LawfulHashable	defn	3
summary	LawfulHashable	induct	1
summary	LawfulHashable	rec	1
summary	LawfulHashable	thm	1
summary	LawfulMonad	ctor	1
summary	LawfulMonad	defn	12
summary	LawfulMonad	induct	1
summary	LawfulMonad	rec	1
summary	LawfulMonad	thm	11
summary	LawfulMonadAttach	ctor	1
summary	LawfulMonadAttach	defn	3
summary	LawfulMonadAttach	induct	1
summary	LawfulMonadAttach	rec	1
summary	LawfulMonadAttach	thm	6
summary	LawfulMonadLift	ctor	1
summary	LawfulMonadLift	defn	3
summary	LawfulMonadLift	induct	1
summary	LawfulMonadLift	rec	1
summary	LawfulMonadLift	thm	2
summary	LawfulMonadLiftT	ctor	1
summary	LawfulMonadLiftT	defn	3
summary	LawfulMonadLiftT	induct	1
summary	LawfulMonadLiftT	rec	1
summary	LawfulMonadLiftT	thm	2
summary	LawfulSingleton	ctor	1
summary	LawfulSingleton	defn	3
summary	LawfulSingleton	induct	1
summary	LawfulSingleton	rec	1
summary	LawfulSingleton	thm	1
summary	Lean	axiom	3
summary	Lean	ctor	2826
summary	Lean	defn	45833
summary	Lean	induct	1733
summary	Lean	opaque	1259
summary	Lean	rec	1840
summary	Lean	thm	9706
summary	LeanServerTestRefsTest0	defn	1
summary	List	ctor	31
summary	List	defn	948
summary	List	induct	12
summary	List	rec	12
summary	List	thm	3985
summary	ListSlice	defn	4
summary	ListSlice	thm	47
summary	MProd	ctor	1
summary	MProd	defn	11
summary	MProd	induct	1
summary	MProd	rec	1
summary	MProd	thm	3
summary	Max	ctor	1
summary	Max	defn	10
summary	Max	induct	1
summary	Max	rec	1
summary	Max	thm	2
summary	Membership	ctor	1
summary	Membership	defn	8
summary	Membership	induct	1
summary	Membership	rec	1
summary	Membership	thm	4
summary	MessageActionItem	ctor	1
summary	MessageActionItem	defn	10
summary	MessageActionItem	induct	1
summary	MessageActionItem	rec	1
summary	MessageActionItem	thm	3
summary	MessageType	ctor	4
summary	MessageType	defn	14
summary	MessageType	induct	1
summary	MessageType	rec	1
summary	MessageType	thm	4
summary	Min	ctor	1
summary	Min	defn	10
summary	Min	induct	1
summary	Min	rec	1
summary	Min	thm	2
summary	Mod	ctor	1
summary	Mod	defn	8
summary	Mod	induct	1
summary	Mod	rec	1
summary	Mod	thm	1
summary	Monad	ctor	1
summary	Monad	defn	14
summary	Monad	induct	1
summary	Monad	rec	1
summary	MonadAttach	ctor	1
summary	MonadAttach	defn	11
summary	MonadAttach	induct	1
summary	MonadAttach	rec	1
summary	MonadAttach	thm	1
summary	MonadControl	ctor	1
summary	MonadControl	defn	10
summary	MonadControl	induct	1
summary	MonadControl	rec	1
summary	MonadControlT	ctor	1
summary	MonadControlT	defn	10
summary	MonadControlT	induct	1
summary	MonadControlT	rec	1
summary	MonadEval	ctor	1
summary	MonadEval	defn	8
summary	MonadEval	induct	1
summary	MonadEval	rec	1
summary	MonadEvalT	ctor	1
summary	MonadEvalT	defn	8
summary	MonadEvalT	induct	1
summary	MonadEvalT	rec	1
summary	MonadExcept	ctor	1
summary	MonadExcept	defn	14
summary	MonadExcept	induct	1
summary	MonadExcept	rec	1
summary	MonadExcept	thm	1
summary	MonadExceptOf	ctor	1
summary	MonadExceptOf	defn	9
summary	MonadExceptOf	induct	1
summary	MonadExceptOf	rec	1
summary	MonadFinally	ctor	1
summary	MonadFinally	defn	8
summary	MonadFinally	induct	1
summary	MonadFinally	rec	1
summary	MonadFunctor	ctor	1
summary	MonadFunctor	defn	8
summary	MonadFunctor	induct	1
summary	MonadFunctor	rec	1
summary	MonadFunctorT	ctor	1
summary	MonadFunctorT	defn	8
summary	MonadFunctorT	induct	1
summary	MonadFunctorT	rec	1
summary	MonadLift	ctor	1
summary	MonadLift	defn	8
summary	MonadLift	induct	1
summary	MonadLift	rec	1
summary	MonadLiftT	ctor	1
summary	MonadLiftT	defn	8
summary	MonadLiftT	induct	1
summary	MonadLiftT	rec	1
summary	MonadReader	ctor	1
summary	MonadReader	defn	8
summary	MonadReader	induct	1
summary	MonadReader	rec	1
summary	MonadReaderOf	ctor	1
summary	MonadReaderOf	defn	8
summary	MonadReaderOf	induct	1
summary	MonadReaderOf	rec	1
summary	MonadShareCommon	ctor	1
summary	MonadShareCommon	defn	8
summary	MonadShareCommon	induct	1
summary	MonadShareCommon	rec	1
summary	MonadState	ctor	1
summary	MonadState	defn	10
summary	MonadState	induct	1
summary	MonadState	rec	1
summary	MonadStateOf	ctor	1
summary	MonadStateOf	defn	10
summary	MonadStateOf	induct	1
summary	MonadStateOf	rec	1
summary	MonadWithReader	ctor	1
summary	MonadWithReader	defn	8
summary	MonadWithReader	induct	1
summary	MonadWithReader	rec	1
summary	MonadWithReaderOf	ctor	1
summary	MonadWithReaderOf	defn	8
summary	MonadWithReaderOf	induct	1
summary	MonadWithReaderOf	rec	1
summary	Mul	ctor	1
summary	Mul	defn	8
summary	Mul	induct	1
summary	Mul	rec	1
summary	Mul	thm	2
summary	Nat	ctor	20
summary	Nat	defn	534
summary	Nat	induct	8
summary	Nat	opaque	2
summary	Nat	rec	8
summary	Nat	thm	2335
summary	NatCast	ctor	1
summary	NatCast	defn	8
summary	NatCast	induct	1
summary	NatCast	rec	1
summary	NatPow	ctor	1
summary	NatPow	defn	8
summary	NatPow	induct	1
summary	NatPow	rec	1
summary	Ne	defn	1
summary	Ne	thm	5
summary	NeZero	ctor	1
summary	NeZero	defn	3
summary	NeZero	induct	1
summary	NeZero	rec	1
summary	NeZero	thm	3
summary	Neg	ctor	1
summary	Neg	defn	8
summary	Neg	induct	1
summary	Neg	rec	1
summary	NonScalar	ctor	1
summary	NonScalar	defn	10
summary	NonScalar	induct	1
summary	NonScalar	rec	1
summary	NonScalar	thm	3
summary	Nonempty	ctor	1
summary	Nonempty	defn	2
summary	Nonempty	induct	1
summary	Nonempty	rec	1
summary	Nonempty	thm	1
summary	NonemptyType	defn	2
summary	Not	defn	2
summary	Not	thm	2
summary	OfNat	ctor	1
summary	OfNat	defn	8
summary	OfNat	induct	1
summary	OfNat	rec	1
summary	OfNat	thm	1
summary	OfScientific	ctor	1
summary	OfScientific	defn	8
summary	OfScientific	induct	1
summary	OfScientific	rec	1
summary	One	ctor	1
summary	One	defn	10
summary	One	induct	1
summary	One	rec	1
summary	Option	ctor	4
summary	Option	defn	115
summary	Option	induct	2
summary	Option	rec	2
summary	Option	thm	796
summary	OptionT	defn	20
summary	OptionT	thm	39
summary	Or	ctor	2
summary	Or	defn	4
summary	Or	induct	1
summary	Or	rec	1
summary	Or	thm	12
summary	OrElse	ctor	1
summary	OrElse	defn	8
summary	OrElse	induct	1
summary	OrElse	rec	1
summary	OrElse	thm	1
summary	OrOp	ctor	1
summary	OrOp	defn	8
summary	OrOp	induct	1
summary	OrOp	rec	1
summary	OrOp	thm	1
summary	Ord	ctor	1
summary	Ord	defn	15
summary	Ord	induct	1
summary	Ord	rec	1
summary	Ord	thm	3
summary	Ordering	ctor	3
summary	Ordering	defn	32
summary	Ordering	induct	1
summary	Ordering	rec	1
summary	Ordering	thm	129
summary	PEmpty	defn	6
summary	PEmpty	induct	1
summary	PEmpty	rec	1
summary	PLift	ctor	1
summary	PLift	defn	10
summary	PLift	induct	1
summary	PLift	rec	1
summary	PLift	thm	5
summary	PNonScalar	ctor	1
summary	PNonScalar	defn	8
summary	PNonScalar	induct	1
summary	PNonScalar	rec	1
summary	PNonScalar	thm	3
summary	PProd	ctor	1
summary	PProd	defn	11
summary	PProd	induct	1
summary	PProd	rec	1
summary	PProd	thm	5
summary	PSigma	ctor	5
summary	PSigma	defn	21
summary	PSigma	induct	3
summary	PSigma	rec	3
summary	PSigma	thm	14
summary	PSum	ctor	2
summary	PSum	defn	15
summary	PSum	induct	1
summary	PSum	rec	1
summary	PSum	thm	8
summary	PULift	ctor	1
summary	PULift	defn	8
summary	PULift	induct	1
summary	PULift	rec	1
summary	PULift	thm	4
summary	PUnit	ctor	1
summary	PUnit	defn	4
summary	PUnit	induct	1
summary	PUnit	rec	1
summary	PUnit	thm	5
summary	PartialEquivBEq	ctor	1
summary	PartialEquivBEq	defn	3
summary	PartialEquivBEq	induct	1
summary	PartialEquivBEq	rec	1
summary	PartialEquivBEq	thm	2
summary	Pi	defn	1
summary	Pi	thm	2
summary	Pow	ctor	1
summary	Pow	defn	8
summary	Pow	induct	1
summary	Pow	rec	1
summary	Pow	thm	1
summary	Prod	ctor	4
summary	Prod	defn	35
summary	Prod	induct	3
summary	Prod	rec	3
summary	Prod	thm	38
summary	Pure	ctor	1
summary	Pure	defn	8
summary	Pure	induct	1
summary	Pure	rec	1
summary	Quot	axiom	2
summary	Quot	defn	7
summary	Quot	quot	4
summary	Quot	thm	11
summary	Quotient	defn	15
summary	Quotient	thm	15
summary	RandomGen	ctor	1
summary	RandomGen	defn	10
summary	RandomGen	induct	1
summary	RandomGen	rec	1
summary	Rat	ctor	1
summary	Rat	defn	63
summary	Rat	induct	1
summary	Rat	rec	1
summary	Rat	thm	369
summary	ReaderM	defn	1
summary	ReaderT	defn	17
summary	ReaderT	thm	23
summary	ReflBEq	ctor	1
summary	ReflBEq	defn	3
summary	ReflBEq	induct	1
summary	ReflBEq	rec	1
summary	ReflBEq	thm	1
summary	Relation	ctor	4
summary	Relation	defn	3
summary	Relation	induct	2
summary	Relation	rec	2
summary	Relation	thm	2
summary	Repr	ctor	1
summary	Repr	defn	9
summary	Repr	induct	1
summary	Repr	rec	1
summary	ReprAtom	ctor	1
summary	ReprAtom	defn	6
summary	ReprAtom	induct	1
summary	ReprAtom	rec	1
summary	ReprTuple	ctor	1
summary	ReprTuple	defn	8
summary	ReprTuple	induct	1
summary	ReprTuple	rec	1
summary	Runtime	defn	4
summary	SDiff	ctor	1
summary	SDiff	defn	8
summary	SDiff	induct	1
summary	SDiff	rec	1
summary	SMul	ctor	1
summary	SMul	defn	8
summary	SMul	induct	1
summary	SMul	rec	1
summary	SMul	thm	1
summary	SSuperset	defn	1
summary	ST	ctor	2
summary	ST	defn	37
summary	ST	induct	2
summary	ST	opaque	7
summary	ST	rec	2
summary	ST	thm	8
summary	STWorld	ctor	1
summary	STWorld	defn	6
summary	STWorld	induct	1
summary	STWorld	rec	1
summary	Sep	ctor	1
summary	Sep	defn	8
summary	Sep	induct	1
summary	Sep	rec	1
summary	Seq	ctor	1
summary	Seq	defn	8
summary	Seq	induct	1
summary	Seq	rec	1
summary	SeqLeft	ctor	1
summary	SeqLeft	defn	8
summary	SeqLeft	induct	1
summary	SeqLeft	rec	1
summary	SeqRight	ctor	1
summary	SeqRight	defn	8
summary	SeqRight	induct	1
summary	SeqRight	rec	1
summary	Setoid	ctor	1
summary	Setoid	defn	9
summary	Setoid	induct	1
summary	Setoid	rec	1
summary	Setoid	thm	4
summary	ShareCommon	ctor	2
summary	ShareCommon	defn	44
summary	ShareCommon	induct	2
summary	ShareCommon	opaque	6
summary	ShareCommon	rec	2
summary	ShareCommon	thm	8
summary	ShareCommonM	defn	2
summary	ShareCommonT	defn	4
summary	ShiftLeft	ctor	1
summary	ShiftLeft	defn	8
summary	ShiftLeft	induct	1
summary	ShiftLeft	rec	1
summary	ShiftLeft	thm	1
summary	ShiftRight	ctor	1
summary	ShiftRight	defn	8
summary	ShiftRight	induct	1
summary	ShiftRight	rec	1
summary	ShiftRight	thm	1
summary	ShowMessageParams	ctor	1
summary	ShowMessageParams	defn	11
summary	ShowMessageParams	induct	1
summary	ShowMessageParams	rec	1
summary	ShowMessageParams	thm	3
summary	ShowMessageRequestParams	ctor	1
summary	ShowMessageRequestParams	defn	12
summary	ShowMessageRequestParams	induct	1
summary	ShowMessageRequestParams	rec	1
summary	ShowMessageRequestParams	thm	3
summary	ShowMessageResponse	defn	1
summary	Sigma	ctor	1
summary	Sigma	defn	12
summary	Sigma	induct	1
summary	Sigma	rec	1
summary	Sigma	thm	5
summary	Singleton	ctor	1
summary	Singleton	defn	8
summary	Singleton	induct	1
summary	Singleton	rec	1
summary	SizeOf	ctor	1
summary	SizeOf	defn	8
summary	SizeOf	induct	1
summary	SizeOf	rec	1
summary	SizeOf	thm	1
summary	Squash	defn	3
summary	Squash	thm	2
summary	StateCpsT	defn	10
summary	StateCpsT	thm	15
summary	StateM	defn	1
summary	StateRefT'	defn	26
summary	StateRefT'	thm	1
summary	StateT	defn	23
summary	StateT	thm	32
summary	Std	ctor	954
summary	Std	defn	13358
summary	Std	induct	551
summary	Std	opaque	112
summary	Std	rec	551
summary	Std	thm	27879
summary	StdGen	ctor	1
summary	StdGen	defn	11
summary	StdGen	induct	1
summary	StdGen	rec	1
summary	StdGen	thm	3
summary	Stream	defn	2
summary	String	ctor	75
summary	String	defn	1122
summary	String	induct	58
summary	String	opaque	25
summary	String	rec	58
summary	String	thm	3085
summary	Sub	ctor	1
summary	Sub	defn	8
summary	Sub	induct	1
summary	Sub	rec	1
summary	Sub	thm	1
summary	Subarray	defn	36
summary	Subarray	thm	75
summary	SubarrayIterator	ctor	1
summary	SubarrayIterator	defn	12
summary	SubarrayIterator	induct	1
summary	SubarrayIterator	rec	1
summary	SubarrayIterator	thm	7
summary	Subrelation	defn	1
summary	Subrelation	thm	2
summary	Subsingleton	ctor	1
summary	Subsingleton	defn	3
summary	Subsingleton	induct	1
summary	Subsingleton	rec	1
summary	Subsingleton	thm	3
summary	Substring	ctor	1
summary	Substring	defn	86
summary	Substring	induct	1
summary	Substring	opaque	10
summary	Substring	rec	1
summary	Substring	thm	6
summary	Subtype	ctor	1
summary	Subtype	defn	18
summary	Subtype	induct	1
summary	Subtype	rec	1
summary	Subtype	thm	35
summary	Sum	ctor	7
summary	Sum	defn	39
summary	Sum	induct	3
summary	Sum	rec	3
summary	Sum	thm	119
summary	Superset	defn	1
summary	System	ctor	1
summary	System	defn	63
summary	System	induct	1
summary	System	opaque	9
summary	System	rec	1
summary	System	thm	25
summary	Task	ctor	1
summary	Task	defn	19
summary	Task	induct	1
summary	Task	rec	1
summary	Task	thm	3
summary	Thunk	ctor	1
summary	Thunk	defn	15
summary	Thunk	induct	1
summary	Thunk	rec	1
summary	Thunk	thm	7
summary	ToBool	ctor	1
summary	ToBool	defn	8
summary	ToBool	induct	1
summary	ToBool	rec	1
summary	ToStream	defn	2
summary	ToString	ctor	1
summary	ToString	defn	8
summary	ToString	induct	1
summary	ToString	rec	1
summary	Trans	ctor	1
summary	Trans	defn	8
summary	Trans	induct	1
summary	Trans	rec	1
summary	True	ctor	1
summary	True	defn	2
summary	True	induct	1
summary	True	rec	1
summary	TypeName	defn	6
summary	TypeName	induct	1
summary	TypeName	opaque	1
summary	TypeName	rec	1
summary	TypeNameData	opaque	1
summary	UInt16	ctor	1
summary	UInt16	defn	80
summary	UInt16	induct	1
summary	UInt16	opaque	2
summary	UInt16	rec	1
summary	UInt16	thm	611
summary	UInt32	ctor	1
summary	UInt32	defn	79
summary	UInt32	induct	1
summary	UInt32	opaque	2
summary	UInt32	rec	1
summary	UInt32	thm	607
summary	UInt64	ctor	1
summary	UInt64	defn	81
summary	UInt64	induct	1
summary	UInt64	opaque	2
summary	UInt64	rec	1
summary	UInt64	thm	596
summary	UInt8	ctor	1
summary	UInt8	defn	86
summary	UInt8	induct	1
summary	UInt8	opaque	2
summary	UInt8	rec	1
summary	UInt8	thm	624
summary	ULift	ctor	1
summary	ULift	defn	10
summary	ULift	induct	1
summary	ULift	rec	1
summary	ULift	thm	7
summary	USize	ctor	1
summary	USize	defn	64
summary	USize	induct	1
summary	USize	opaque	2
summary	USize	rec	1
summary	USize	thm	602
summary	Union	ctor	1
summary	Union	defn	8
summary	Union	induct	1
summary	Union	rec	1
summary	Unit	defn	2
summary	Unit	thm	2
summary	Vector	ctor	3
summary	Vector	defn	185
summary	Vector	induct	3
summary	Vector	rec	3
summary	Vector	thm	1704
summary	Void	defn	1
summary	Void	opaque	2
summary	Void	thm	1
summary	WeaklyLawfulMonadAttach	ctor	1
summary	WeaklyLawfulMonadAttach	defn	3
summary	WeaklyLawfulMonadAttach	induct	1
summary	WeaklyLawfulMonadAttach	rec	1
summary	WeaklyLawfulMonadAttach	thm	5
summary	WellFounded	ctor	1
summary	WellFounded	defn	19
summary	WellFounded	induct	1
summary	WellFounded	opaque	1
summary	WellFounded	rec	1
summary	WellFounded	thm	38
summary	WellFoundedRelation	ctor	1
summary	WellFoundedRelation	defn	8
summary	WellFoundedRelation	induct	1
summary	WellFoundedRelation	rec	1
summary	WellFoundedRelation	thm	1
summary	XorOp	ctor	1
summary	XorOp	defn	8
summary	XorOp	induct	1
summary	XorOp	rec	1
summary	XorOp	thm	1
summary	Zero	ctor	1
summary	Zero	defn	10
summary	Zero	induct	1
summary	Zero	rec	1
summary	_aux_Init_Control_Basic___unexpand_Bind_bindLeft_1	defn	1
summary	_aux_Init_Control_Basic___unexpand_Bind_kleisliLeft_1	defn	1
summary	_aux_Init_Control_Basic___unexpand_Bind_kleisliRight_1	defn	1
summary	_aux_Init_Control_Basic___unexpand_Functor_mapRev_1	defn	1
summary	_aux_Init_Control_Basic___unexpand_andM_1	defn	1
summary	_aux_Init_Control_Basic___unexpand_orM_1	defn	1
summary	_aux_Init_Core___macroRules_Lean_Parser_Tactic_tacticRfl_1	defn	1
summary	_aux_Init_Core___unexpand_EmptyCollection_emptyCollection_1	defn	1
summary	_aux_Init_Core___unexpand_EmptyCollection_emptyCollection_2	defn	1
summary	_aux_Init_Core___unexpand_HasEquiv_Equiv_1	defn	1
summary	_aux_Init_Core___unexpand_HasSSubset_SSubset_1	defn	1
summary	_aux_Init_Core___unexpand_HasSubset_Subset_1	defn	1
summary	_aux_Init_Core___unexpand_Iff_1	defn	1
summary	_aux_Init_Core___unexpand_Iff_2	defn	1
summary	_aux_Init_Core___unexpand_Inter_inter_1	defn	1
summary	_aux_Init_Core___unexpand_Ne_1	defn	1
summary	_aux_Init_Core___unexpand_PSum_1	defn	1
summary	_aux_Init_Core___unexpand_SDiff_sdiff_1	defn	1
summary	_aux_Init_Core___unexpand_SSuperset_1	defn	1
summary	_aux_Init_Core___unexpand_Sum_1	defn	1
summary	_aux_Init_Core___unexpand_Superset_1	defn	1
summary	_aux_Init_Core___unexpand_Union_union_1	defn	1
summary	_aux_Init_Core___unexpand_bne_1	defn	1
summary	_aux_Init_Data_Range_Basic___macroRules_tacticGet_elem_tactic_extensible_1	defn	1
summary	_aux_Init_Data_Range_Polymorphic_GetElemTactic___macroRules_tacticGet_elem_tactic_extensible_1	defn	1
summary	_aux_Init_Data_SInt_Bitwise___macroRules_commandDeclare_bitwise_int_theorems___1	defn	1
summary	_aux_Init_Data_SInt_Lemmas___macroRules_commandDeclare_int_theorems___1	defn	1
summary	_aux_Init_Data_ToString_Macro___macroRules_termS!__1	defn	1
summary	_aux_Init_Data_UInt_Bitwise___macroRules_commandDeclare_bitwise_uint_theorems___1	defn	1
summary	_aux_Init_Data_UInt_Lemmas___macroRules_commandDeclare_uint_theorems___1	defn	1
summary	_aux_Init_LawfulBEqTactics___macroRules_tacticDeriving_LawfulEq_tactic_1	defn	1
summary	_aux_Init_LawfulBEqTactics___macroRules_tacticDeriving_LawfulEq_tactic_step_1	defn	1
summary	_aux_Init_LawfulBEqTactics___macroRules_tacticDeriving_LawfulEq_tactic_step_2	defn	1
summary	_aux_Init_LawfulBEqTactics___macroRules_tacticDeriving_LawfulEq_tactic_step_3	defn	1
summary	_aux_Init_LawfulBEqTactics___macroRules_tacticDeriving_LawfulEq_tactic_step_4	defn	1
summary	_aux_Init_LawfulBEqTactics___macroRules_tacticDeriving_LawfulEq_tactic_step_5	defn	1
summary	_aux_Init_LawfulBEqTactics___macroRules_tacticDeriving_LawfulEq_tactic_step_6	defn	1
summary	_aux_Init_NotationExtra___macroRules_Lean_Parser_Command_classAbbrev_1	defn	1
summary	_aux_Init_NotationExtra___macroRules_tacticFunext____1	defn	1
summary	_aux_Init_Notation___macroRules_boolIfThenElse_1	defn	1
summary	_aux_Init_Notation___macroRules_precArg_1	defn	1
summary	_aux_Init_Notation___macroRules_precLead_1	defn	1
summary	_aux_Init_Notation___macroRules_precMax_1	defn	1
summary	_aux_Init_Notation___macroRules_precMin1_1	defn	1
summary	_aux_Init_Notation___macroRules_precMin_1	defn	1
summary	_aux_Init_Notation___macroRules_prioDefault_1	defn	1
summary	_aux_Init_Notation___macroRules_prioHigh_1	defn	1
summary	_aux_Init_Notation___macroRules_prioLow_1	defn	1
summary	_aux_Init_Notation___macroRules_prioMid_1	defn	1
summary	_aux_Init_Notation___macroRules_stx!__1	defn	1
summary	_aux_Init_Notation___macroRules_stx_?_1	defn	1
summary	_aux_Init_Notation___macroRules_term!__1	defn	1
summary	_aux_Init_Notation___macroRules_termDepIfThenElse_1	defn	1
summary	_aux_Init_Notation___macroRules_termIfLet_1	defn	1
summary	_aux_Init_Notation___macroRules_termIfThenElse_1	defn	1
summary	_aux_Init_Notation___macroRules_termMax_prec_1	defn	1
summary	_aux_Init_Notation___macroRules_termWithout_expected_type__1	defn	1
summary	_aux_Init_Notation___unexpand_And_1	defn	1
summary	_aux_Init_Notation___unexpand_BEq_beq_1	defn	1
summary	_aux_Init_Notation___unexpand_Bind_bind_1	defn	1
summary	_aux_Init_Notation___unexpand_Bool_and_1	defn	1
summary	_aux_Init_Notation___unexpand_Bool_not_1	defn	1
summary	_aux_Init_Notation___unexpand_Bool_or_1	defn	1
summary	_aux_Init_Notation___unexpand_Complement_complement_1	defn	1
summary	_aux_Init_Notation___unexpand_Dvd_dvd_1	defn	1
